facility,data,carrier,volume
ERJ7,03/08/2026,Loggi,1
ESC15,03/08/2026,J&T Slow,1
ESC2,03/08/2026,J&T Slow,2
ESC2,03/08/2026,Loggi,1
ESC3,03/08/2026,J&T Slow,3
ETO4,03/08/2026,J&T Fast,1
SMG1,03/08/2026,Loggi,1
SMG2,03/08/2026,J&T Slow,1
SMR1,03/08/2026,J&T Nodos,1
SPA1,03/08/2026,J&T Slow,8
SRJ8,03/08/2026,J&T Slow,314
ARENA,04/08/2026,J&T Fast,36
ARENA,04/08/2026,J&T Slow,1716
ARENA,04/08/2026,Jad,60
ARENA,04/08/2026,Loggi,240
BRBA01,04/08/2026,J&T Nodos,116
BRBA02,04/08/2026,J&T Nodos,2
BRRC01,04/08/2026,PAC,1
BRRC02,04/08/2026,PAC,23
BRSP02,04/08/2026,J&T Fast,10
BRSP04,04/08/2026,J&T Fast,10
BRSP14,04/08/2026,J&T Fast,1
BRSP14,04/08/2026,J&T Slow,1205
BRXGO1,04/08/2026,J&T Nodos,1564
BRXSP10,04/08/2026,J&T Fast,68
BRXSP10,04/08/2026,J&T Nodos,30
BRXSP10,04/08/2026,J&T Slow,8306
BRXSP10,04/08/2026,Loggi,238
BRXSP23,04/08/2026,J&T Slow,4530
BRXSP5,04/08/2026,J&T Fast,18
BRXSP5,04/08/2026,J&T Slow,115
BRXSP9,04/08/2026,Carvalima,209
BRXSP9,04/08/2026,Dominalog,111
BRXSP9,04/08/2026,Imile Fast,460
BRXSP9,04/08/2026,Imile Slow,3185
BRXSP9,04/08/2026,J&T Fast,161
BRXSP9,04/08/2026,J&T Nodos,4744
BRXSP9,04/08/2026,J&T Slow,5529
BRXSP9,04/08/2026,Jad,327
BRXSP9,04/08/2026,Loggi,521
CAMPINAS,04/08/2026,J&T Fast,7
CAMPINAS,04/08/2026,J&T Slow,4466
CAMPINAS,04/08/2026,Jad,92
CAMPINAS,04/08/2026,Loggi,192
EBA16,04/08/2026,J&T Slow,1
EBA2,04/08/2026,J&T Fast,1
EBA2,04/08/2026,J&T Slow,1
EBA2,04/08/2026,Jad,1
EBA2,04/08/2026,Loggi,2
EMG15,04/08/2026,Jad,1
EMG29,04/08/2026,J&T Slow,1
EMG38,04/08/2026,Jad,1
EMG38,04/08/2026,Loggi,2
ERJ1,04/08/2026,Loggi,1
ERJ6,04/08/2026,J&T Fast,1
ERJ6,04/08/2026,J&T Slow,53
ERJ6,04/08/2026,Jad,1
ERS1,04/08/2026,J&T Slow,1
SMG1,04/08/2026,Loggi,1
SPA1,04/08/2026,J&T Slow,1
SPR2,04/08/2026,Loggi,1
SRJ8,04/08/2026,J&T Slow,139
SSC2,04/08/2026,Jad,1
XMG1,04/08/2026,J&T Fast,10
XMG1,04/08/2026,J&T Slow,1421
XSP4,04/08/2026,J&T Slow,898
XSP4,04/08/2026,Jad,19
XSP4,04/08/2026,Loggi,92
ARENA,05/08/2026,J&T Fast,8
ARENA,05/08/2026,J&T Nodos,2
ARENA,05/08/2026,J&T Slow,3398
ARENA,05/08/2026,Jad,25
ARENA,05/08/2026,Loggi,12
BRBA01,05/08/2026,J&T Nodos,9
BRRC01,05/08/2026,PAC,1
BRRC02,05/08/2026,PAC,13
BRRC03,05/08/2026,PAC,14
BRSP02,05/08/2026,J&T Fast,13
BRSP04,05/08/2026,J&T Fast,8
BRSP04,05/08/2026,J&T Slow,1511
BRSP14,05/08/2026,J&T Fast,3
BRSP14,05/08/2026,J&T Slow,470
BRXGO1,05/08/2026,J&T Nodos,198
BRXSP10,05/08/2026,J&T Fast,25
BRXSP10,05/08/2026,J&T Slow,2312
BRXSP10,05/08/2026,Loggi,66
BRXSP23,05/08/2026,J&T Slow,88
BRXSP5,05/08/2026,J&T Fast,16
BRXSP5,05/08/2026,J&T Slow,1792
BRXSP9,05/08/2026,Carvalima,97
BRXSP9,05/08/2026,Dominalog,125
BRXSP9,05/08/2026,Imile Fast,210
BRXSP9,05/08/2026,Imile Slow,3231
BRXSP9,05/08/2026,J&T Fast,116
BRXSP9,05/08/2026,J&T Nodos,2310
BRXSP9,05/08/2026,J&T Slow,17634
BRXSP9,05/08/2026,Jad,265
BRXSP9,05/08/2026,Loggi,270
CAMPINAS,05/08/2026,J&T Fast,5
CAMPINAS,05/08/2026,J&T Slow,687
CAMPINAS,05/08/2026,Jad,9
CAMPINAS,05/08/2026,Loggi,3
EBA10,05/08/2026,Dominalog,1
EBA21,05/08/2026,Jad,1
EBA21,05/08/2026,Loggi,1
EBA24,05/08/2026,J&T Slow,1
EBA24,05/08/2026,Jad,1
EBA24,05/08/2026,Loggi,1
EBA26,05/08/2026,Imile Fast,1
EBA27,05/08/2026,J&T Fast,1
EBA27,05/08/2026,Jad,2
EBA3,05/08/2026,Dominalog,1
EBA3,05/08/2026,J&T Slow,4
EBA3,05/08/2026,Jad,2
EBA3,05/08/2026,Loggi,1
EBA6,05/08/2026,Loggi,2
EES3,05/08/2026,J&T Slow,10
EES3,05/08/2026,Loggi,3
EES6,05/08/2026,J&T Slow,4
EES6,05/08/2026,Loggi,2
EMG36,05/08/2026,J&T Slow,3
ERJ6,05/08/2026,J&T Slow,1
ERJ7,05/08/2026,J&T Slow,1
ERS10,05/08/2026,Loggi,1
ERS8,05/08/2026,Dominalog,1
ESC2,05/08/2026,J&T Slow,1
ESC2,05/08/2026,Loggi,1
SMG7,05/08/2026,J&T Slow,2
XMG1,05/08/2026,J&T Fast,6
XMG1,05/08/2026,J&T Slow,599
XSP4,05/08/2026,J&T Slow,423
XSP4,05/08/2026,Jad,12
XSP4,05/08/2026,Loggi,4
XVCVL1,05/08/2026,Carvalima,2
XVXSP9,05/08/2026,J&T Slow,1
ARENA,06/08/2026,J&T Fast,10
ARENA,06/08/2026,J&T Nodos,9
ARENA,06/08/2026,J&T Slow,1534
ARENA,06/08/2026,Jad,9
ARENA,06/08/2026,Loggi,12
BRRC02,06/08/2026,PAC,6
BRSP02,06/08/2026,J&T Fast,3
BRSP02,06/08/2026,J&T Slow,22
BRSP04,06/08/2026,J&T Fast,3
BRSP14,06/08/2026,J&T Fast,1
BRSP14,06/08/2026,J&T Slow,475
BRXGO1,06/08/2026,J&T Nodos,312
BRXSP10,06/08/2026,J&T Fast,16
BRXSP10,06/08/2026,J&T Nodos,17
BRXSP10,06/08/2026,J&T Slow,1378
BRXSP10,06/08/2026,Loggi,11
BRXSP23,06/08/2026,J&T Slow,198
BRXSP5,06/08/2026,J&T Fast,7
BRXSP5,06/08/2026,J&T Slow,646
BRXSP9,06/08/2026,Carvalima,55
BRXSP9,06/08/2026,Dominalog,57
BRXSP9,06/08/2026,Imile Fast,72
BRXSP9,06/08/2026,Imile Slow,1242
BRXSP9,06/08/2026,J&T Fast,89
BRXSP9,06/08/2026,J&T Nodos,468
BRXSP9,06/08/2026,J&T Slow,9040
BRXSP9,06/08/2026,Jad,184
BRXSP9,06/08/2026,Loggi,94
CAMPINAS,06/08/2026,J&T Fast,4
CAMPINAS,06/08/2026,J&T Slow,523
CAMPINAS,06/08/2026,Jad,1
CAMPINAS,06/08/2026,Loggi,3
EBA16,06/08/2026,J&T Slow,2
EBA2,06/08/2026,Loggi,1
ECE2,06/08/2026,Loggi,1
ECE3,06/08/2026,Dominalog,1
ECE3,06/08/2026,Loggi,2
ECE4,06/08/2026,Loggi,4
ECE5,06/08/2026,Jad,1
ERS1,06/08/2026,Loggi,1
ERS2,06/08/2026,J&T Slow,1
ERS2,06/08/2026,Loggi,1
ETO5,06/08/2026,Carvalima,1
ETO5,06/08/2026,J&T Fast,1
ETO5,06/08/2026,J&T Slow,1
ETO6,06/08/2026,J&T Slow,1
ETO7,06/08/2026,Carvalima,1
ETO7,06/08/2026,J&T Slow,1
ETO8,06/08/2026,J&T Slow,1
SAM1,06/08/2026,Imile Slow,1
SFN1,06/08/2026,J&T Slow,1
SFN1,06/08/2026,Jad,1
SJP1,06/08/2026,J&T Slow,1
XMG1,06/08/2026,J&T Fast,7
XMG1,06/08/2026,J&T Slow,560
XSP4,06/08/2026,J&T Slow,304
XSP4,06/08/2026,Jad,5
XSP4,06/08/2026,Loggi,2
ARENA,07/08/2026,J&T Fast,7
ARENA,07/08/2026,J&T Nodos,11
ARENA,07/08/2026,J&T Slow,1127
ARENA,07/08/2026,Jad,3
ARENA,07/08/2026,Loggi,2
BRRC02,07/08/2026,PAC,15
BRSP02,07/08/2026,J&T Fast,1
BRSP04,07/08/2026,J&T Fast,4
BRSP04,07/08/2026,J&T Slow,866
BRSP14,07/08/2026,J&T Slow,186
BRXGO1,07/08/2026,J&T Nodos,70
BRXSP10,07/08/2026,J&T Fast,13
BRXSP10,07/08/2026,J&T Nodos,2
BRXSP10,07/08/2026,J&T Slow,1073
BRXSP10,07/08/2026,Loggi,14
BRXSP23,07/08/2026,J&T Slow,278
BRXSP5,07/08/2026,J&T Fast,11
BRXSP5,07/08/2026,J&T Slow,463
BRXSP9,07/08/2026,Carvalima,22
BRXSP9,07/08/2026,Dominalog,30
BRXSP9,07/08/2026,Imile Fast,35
BRXSP9,07/08/2026,Imile Slow,923
BRXSP9,07/08/2026,J&T Fast,55
BRXSP9,07/08/2026,J&T Nodos,842
BRXSP9,07/08/2026,J&T Slow,6183
BRXSP9,07/08/2026,Jad,49
BRXSP9,07/08/2026,Loggi,35
CAMPINAS,07/08/2026,J&T Fast,5
CAMPINAS,07/08/2026,J&T Slow,402
CAMPINAS,07/08/2026,Jad,1
CAMPINAS,07/08/2026,Loggi,1
EBA10,07/08/2026,J&T Slow,1
EBA26,07/08/2026,J&T Fast,1
EMG29,07/08/2026,J&T Slow,3
EMG36,07/08/2026,J&T Slow,4
SMG7,07/08/2026,J&T Slow,3
SMG8,07/08/2026,Jad,1
XMG1,07/08/2026,J&T Fast,5
XMG1,07/08/2026,J&T Slow,356
XSP4,07/08/2026,J&T Slow,218
XSP4,07/08/2026,Jad,2
XSP4,07/08/2026,Loggi,1
XVCVL1,07/08/2026,Carvalima,3
XVLOG1,07/08/2026,Loggi,2
ARENA,08/08/2026,J&T Fast,4
ARENA,08/08/2026,J&T Nodos,2
ARENA,08/08/2026,J&T Slow,1126
ARENA,08/08/2026,Jad,1
ARENA,08/08/2026,Loggi,1
BRSP14,08/08/2026,J&T Slow,128
BRXGO1,08/08/2026,J&T Nodos,74
BRXSP10,08/08/2026,J&T Fast,3
BRXSP10,08/08/2026,J&T Slow,873
BRXSP10,08/08/2026,Loggi,5
BRXSP23,08/08/2026,J&T Slow,34
BRXSP5,08/08/2026,J&T Fast,10
BRXSP5,08/08/2026,J&T Slow,424
BRXSP9,08/08/2026,Carvalima,18
BRXSP9,08/08/2026,Dominalog,20
BRXSP9,08/08/2026,Imile Fast,20
BRXSP9,08/08/2026,Imile Slow,643
BRXSP9,08/08/2026,J&T Fast,27
BRXSP9,08/08/2026,J&T Nodos,703
BRXSP9,08/08/2026,J&T Slow,3851
BRXSP9,08/08/2026,Jad,47
BRXSP9,08/08/2026,Loggi,16
CAMPINAS,08/08/2026,J&T Nodos,1
CAMPINAS,08/08/2026,J&T Slow,407
CAMPINAS,08/08/2026,Jad,1
CAMPINAS,08/08/2026,Loggi,2
EMG29,08/08/2026,J&T Slow,1
ERJ6,08/08/2026,J&T Slow,1
SFN1,08/08/2026,J&T Slow,1
SRJ8,08/08/2026,J&T Slow,3
XMG1,08/08/2026,J&T Fast,3
XMG1,08/08/2026,J&T Slow,361
XSP4,08/08/2026,J&T Slow,168
ARENA,10/08/2026,J&T Nodos,2
BRRC02,10/08/2026,PAC,9
BRSP14,10/08/2026,J&T Slow,43
BRXSP10,10/08/2026,J&T Nodos,5
BRXSP23,10/08/2026,J&T Slow,16
BRXSP9,10/08/2026,Carvalima,15
BRXSP9,10/08/2026,Dominalog,23
BRXSP9,10/08/2026,Imile Fast,13
BRXSP9,10/08/2026,Imile Slow,70
BRXSP9,10/08/2026,J&T Fast,21
BRXSP9,10/08/2026,J&T Nodos,395
BRXSP9,10/08/2026,J&T Slow,2627
BRXSP9,10/08/2026,Jad,30
BRXSP9,10/08/2026,Loggi,8
EES3,10/08/2026,J&T Fast,1
EES3,10/08/2026,Loggi,2
EES6,10/08/2026,J&T Slow,2
EES6,10/08/2026,Loggi,1
EMG29,10/08/2026,J&T Slow,1
EMG36,10/08/2026,J&T Slow,1
EPR4,10/08/2026,Loggi,1
ERJ6,10/08/2026,J&T Slow,1
SRJ8,10/08/2026,J&T Slow,3
ARENA,11/08/2026,J&T Fast,11
ARENA,11/08/2026,J&T Slow,244
ARENA,11/08/2026,Jad,5
ARENA,11/08/2026,Loggi,4
BRRC02,11/08/2026,PAC,12
BRSP04,11/08/2026,J&T Fast,1
BRSP14,11/08/2026,J&T Slow,208
BRXGO1,11/08/2026,J&T Nodos,102
BRXSP10,11/08/2026,J&T Fast,21
BRXSP10,11/08/2026,J&T Slow,1080
BRXSP10,11/08/2026,Loggi,11
BRXSP23,11/08/2026,J&T Slow,224
BRXSP5,11/08/2026,J&T Fast,5
BRXSP5,11/08/2026,J&T Slow,15
BRXSP9,11/08/2026,Carvalima,30
BRXSP9,11/08/2026,Dominalog,5
BRXSP9,11/08/2026,Imile Fast,30
BRXSP9,11/08/2026,Imile Slow,605
BRXSP9,11/08/2026,J&T Fast,27
BRXSP9,11/08/2026,J&T Nodos,98
BRXSP9,11/08/2026,J&T Slow,756
BRXSP9,11/08/2026,Jad,19
BRXSP9,11/08/2026,Loggi,2
CAMPINAS,11/08/2026,J&T Fast,3
CAMPINAS,11/08/2026,J&T Slow,392
CAMPINAS,11/08/2026,Jad,4
CAMPINAS,11/08/2026,Loggi,3
ERJ6,11/08/2026,J&T Slow,130
ERS1,11/08/2026,Loggi,1
SRJ8,11/08/2026,J&T Slow,28
XMG1,11/08/2026,J&T Fast,5
XMG1,11/08/2026,J&T Slow,282
XSP4,11/08/2026,J&T Slow,114
XSP4,11/08/2026,Loggi,1
