facility,data,carrier,volume
BRSP18,10/07/2026,PAC,62
BRSP18,10/07/2026,Sedex,2
BRSP24,10/07/2026,PAC,1
BRXGO1,10/07/2026,J&T Nodos,13158
BRXSP10,10/07/2026,J&T Fast,213
BRXSP10,10/07/2026,J&T Nodos,1984
BRXSP10,10/07/2026,J&T Slow,29749
BRXSP10,10/07/2026,Loggi,180
BRXSP5,10/07/2026,J&T Nodos,620
BRXSP9,10/07/2026,Carvalima,2696
BRXSP9,10/07/2026,Dominalog,856
BRXSP9,10/07/2026,Imile Fast,6708
BRXSP9,10/07/2026,Imile Slow,6281
BRXSP9,10/07/2026,J&T Fast,4439
BRXSP9,10/07/2026,J&T Nodos,7843
BRXSP9,10/07/2026,J&T Slow,103731
BRXSP9,10/07/2026,Jad,1702
BRXSP9,10/07/2026,Loggi,2864
CAMPINAS,10/07/2026,J&T Fast,93
CAMPINAS,10/07/2026,J&T Nodos,592
CAMPINAS,10/07/2026,J&T Slow,12482
CAMPINAS,10/07/2026,Jad,112
CAMPINAS,10/07/2026,Loggi,38
EBA14,10/07/2026,J&T Slow,1
EBA29,10/07/2026,J&T Fast,1
EMR1,10/07/2026,J&T Slow,1
EPE2,10/07/2026,J&T Slow,1
SBA2,10/07/2026,J&T Slow,1
SCE1,10/07/2026,J&T Slow,1
SMG15,10/07/2026,J&T Slow,1
SRJ8,10/07/2026,J&T Slow,1
XMG1,10/07/2026,J&T Fast,839
XMG1,10/07/2026,J&T Slow,17533
XVSP14,10/07/2026,J&T Slow,1
ARENA,11/07/2026,J&T Fast,1171
ARENA,11/07/2026,J&T Nodos,1090
ARENA,11/07/2026,J&T Slow,20898
BRBA01,11/07/2026,J&T Nodos,1207
BRRJ02,11/07/2026,PAC,18
BRSP02,11/07/2026,J&T Fast,615
BRSP02,11/07/2026,J&T Slow,9545
BRSP04,11/07/2026,J&T Fast,494
BRSP04,11/07/2026,J&T Slow,14856
BRSP14,11/07/2026,J&T Fast,283
BRSP14,11/07/2026,J&T Slow,11186
BRSP19,11/07/2026,PAC,6
BRXGO1,11/07/2026,J&T Nodos,10183
BRXSP10,11/07/2026,J&T Fast,1372
BRXSP10,11/07/2026,J&T Nodos,1364
BRXSP10,11/07/2026,J&T Slow,4448
BRXSP5,11/07/2026,J&T Fast,639
BRXSP5,11/07/2026,J&T Slow,18017
BRXSP9,11/07/2026,Imile Fast,7791
BRXSP9,11/07/2026,Imile Slow,4449
BRXSP9,11/07/2026,J&T Fast,5690
BRXSP9,11/07/2026,J&T Nodos,8463
BRXSP9,11/07/2026,J&T Slow,58890
CAMPINAS,11/07/2026,J&T Fast,546
CAMPINAS,11/07/2026,J&T Nodos,38
CAMPINAS,11/07/2026,J&T Slow,4045
EAC1,11/07/2026,J&T Slow,1
EMG16,11/07/2026,J&T Slow,1
EPI6,11/07/2026,J&T Slow,1
EPR7,11/07/2026,Loggi,1
ESP12,11/07/2026,Loggi,1
SCE1,11/07/2026,J&T Slow,1
SC_ZS,11/07/2026,J&T Slow,1
SGO3,11/07/2026,J&T Slow,1
SMG3,11/07/2026,J&T Slow,1
SPE1,11/07/2026,J&T Slow,1
SRS8,11/07/2026,J&T Slow,1
SSP12,11/07/2026,J&T Fast,1
SSP24,11/07/2026,J&T Slow,1
XMG1,11/07/2026,J&T Fast,815
XMG1,11/07/2026,J&T Slow,9440
XSP4,11/07/2026,J&T Slow,8330
BRRJ02,12/07/2026,PAC,30
BRXSP9,12/07/2026,J&T Fast,1
EMG28,12/07/2026,J&T Slow,1
EMN2,12/07/2026,Imile Slow,1
EPE2,12/07/2026,J&T Slow,1
EPI2,12/07/2026,Imile Slow,2
ERJ1,12/07/2026,J&T Slow,1
SGO3,12/07/2026,J&T Slow,1
SMG15,12/07/2026,J&T Slow,2
SSC1,12/07/2026,J&T Slow,1
SSC3,12/07/2026,Loggi,1
SSP18,12/07/2026,J&T Slow,1
SSP37,12/07/2026,J&T Slow,1
SSP51,12/07/2026,Dominalog,1
ARENA,13/07/2026,J&T Nodos,852
ARENA,13/07/2026,Jad,678
ARENA,13/07/2026,Loggi,886
BRBA01,13/07/2026,J&T Nodos,1538
BRBA01,13/07/2026,PAC,20
BRBA02,13/07/2026,PAC,112
BRRC01,13/07/2026,PAC,9
BRRC02,13/07/2026,PAC,126
BRRC03,13/07/2026,PAC,5
BRSC02,13/07/2026,PAC,60
BRSP02,13/07/2026,J&T Fast,1818
BRSP02,13/07/2026,J&T Slow,13134
BRSP02,13/07/2026,PAC,717
BRSP04,13/07/2026,J&T Fast,1306
BRSP04,13/07/2026,J&T Slow,15783
BRSP04,13/07/2026,PAC,24
BRSP06,13/07/2026,PAC,3
BRSP14,13/07/2026,J&T Fast,802
BRSP14,13/07/2026,J&T Slow,13994
BRSP14,13/07/2026,PAC,1
BRSP15,13/07/2026,PAC,9
BRSP30,13/07/2026,PAC,2
BRXSP10,13/07/2026,J&T Nodos,463
BRXSP10,13/07/2026,Loggi,638
BRXSP5,13/07/2026,J&T Nodos,88
BRXSP9,13/07/2026,Carvalima,8960
BRXSP9,13/07/2026,Dominalog,2574
BRXSP9,13/07/2026,Imile Fast,8282
BRXSP9,13/07/2026,Imile Slow,5580
BRXSP9,13/07/2026,J&T Fast,7981
BRXSP9,13/07/2026,J&T Nodos,11594
BRXSP9,13/07/2026,J&T Slow,125664
BRXSP9,13/07/2026,Jad,4569
BRXSP9,13/07/2026,Loggi,8289
CAMPINAS,13/07/2026,J&T Nodos,40
CAMPINAS,13/07/2026,Jad,260
CAMPINAS,13/07/2026,Loggi,213
EMN2,13/07/2026,Imile Slow,1
EPI5,13/07/2026,Imile Slow,1
ERD3,13/07/2026,J&T Slow,1
ERS14,13/07/2026,Jad,1
ERS6,13/07/2026,J&T Slow,1
ETO4,13/07/2026,J&T Slow,1
SDF1,13/07/2026,J&T Slow,1
SMG11,13/07/2026,Jad,1
SMG2,13/07/2026,J&T Slow,1
SMG8,13/07/2026,J&T Slow,1
SPI1,13/07/2026,Dominalog,1
SPI1,13/07/2026,Imile Slow,1
SPI1,13/07/2026,J&T Slow,1
SRJ13,13/07/2026,J&T Slow,1
SRS9,13/07/2026,J&T Slow,1
SSP10,13/07/2026,Loggi,1
SSP14,13/07/2026,J&T Slow,1
SSP20,13/07/2026,Dominalog,1
SSP20,13/07/2026,Loggi,1
SSP25,13/07/2026,Loggi,1
SSP27,13/07/2026,J&T Slow,1
SSP38,13/07/2026,Dominalog,1
SSP7,13/07/2026,J&T Slow,1
XMG1,13/07/2026,J&T Slow,454
XSP4,13/07/2026,J&T Slow,3455
XSP4,13/07/2026,Jad,281
XSP4,13/07/2026,Loggi,114
XVSP14,13/07/2026,J&T Slow,1
ARENA,14/07/2026,J&T Fast,1292
ARENA,14/07/2026,J&T Slow,9572
ARENA,14/07/2026,Jad,738
ARENA,14/07/2026,Loggi,990
BRBA01,14/07/2026,J&T Nodos,1641
BRBA02,14/07/2026,J&T Nodos,2
BRPE01,14/07/2026,PAC,21
BRPE01,14/07/2026,Sedex,1
BRRC01,14/07/2026,PAC,79
BRRC02,14/07/2026,PAC,69
BRRJ02,14/07/2026,PAC,20
BRSC02,14/07/2026,PAC,6
BRSP02,14/07/2026,J&T Fast,2469
BRSP02,14/07/2026,J&T Slow,16752
BRSP02,14/07/2026,PAC,2
BRSP04,14/07/2026,J&T Fast,1688
BRSP04,14/07/2026,J&T Slow,8922
BRSP04,14/07/2026,PAC,9
BRSP14,14/07/2026,J&T Fast,1003
BRSP14,14/07/2026,J&T Slow,30435
BRSP14,14/07/2026,PAC,1
BRSP19,14/07/2026,PAC,4
BRSP25,14/07/2026,PAC,22
BRSP25,14/07/2026,Sedex,3
BRSP26,14/07/2026,PAC,21
BRXGO1,14/07/2026,J&T Nodos,6039
BRXSP10,14/07/2026,J&T Fast,1941
BRXSP10,14/07/2026,J&T Nodos,598
BRXSP10,14/07/2026,J&T Slow,39448
BRXSP10,14/07/2026,Loggi,785
BRXSP5,14/07/2026,J&T Fast,673
BRXSP5,14/07/2026,J&T Slow,711
BRXSP9,14/07/2026,Carvalima,5445
BRXSP9,14/07/2026,Dominalog,1350
BRXSP9,14/07/2026,Imile Fast,6572
BRXSP9,14/07/2026,Imile Slow,6885
BRXSP9,14/07/2026,J&T Fast,5978
BRXSP9,14/07/2026,J&T Nodos,7822
BRXSP9,14/07/2026,J&T Slow,77700
BRXSP9,14/07/2026,Jad,2203
BRXSP9,14/07/2026,Loggi,3784
CAMPINAS,14/07/2026,J&T Fast,811
CAMPINAS,14/07/2026,J&T Slow,18819
CAMPINAS,14/07/2026,Jad,440
CAMPINAS,14/07/2026,Loggi,358
EBA3,14/07/2026,J&T Slow,1
EPI4,14/07/2026,J&T Slow,1
EPI5,14/07/2026,Imile Slow,1
EPR4,14/07/2026,Loggi,1
ERD3,14/07/2026,J&T Slow,1
ERD4,14/07/2026,Carvalima,1
SMN1,14/07/2026,Imile Slow,1
SRJ1,14/07/2026,J&T Slow,1
SRJ10,14/07/2026,Loggi,1
SRJ6,14/07/2026,J&T Slow,1
SSP17,14/07/2026,J&T Slow,1
XMG1,14/07/2026,J&T Fast,1333
XMG1,14/07/2026,J&T Slow,10779
XSP4,14/07/2026,J&T Slow,1587
XSP4,14/07/2026,Jad,311
XSP4,14/07/2026,Loggi,171
ARENA,15/07/2026,J&T Fast,1317
ARENA,15/07/2026,J&T Nodos,10
ARENA,15/07/2026,J&T Slow,39536
ARENA,15/07/2026,Jad,841
ARENA,15/07/2026,Loggi,1354
BRBA01,15/07/2026,J&T Nodos,2669
BRBA01,15/07/2026,PAC,22
BRBA02,15/07/2026,J&T Nodos,25
BRBA02,15/07/2026,PAC,168
BRBA02,15/07/2026,Sedex,11
BRRC01,15/07/2026,PAC,55
BRRC02,15/07/2026,PAC,102
BRRC03,15/07/2026,PAC,173
BRRJ02,15/07/2026,PAC,50
BRSC02,15/07/2026,PAC,30
BRSP02,15/07/2026,J&T Fast,1880
BRSP02,15/07/2026,J&T Slow,15599
BRSP02,15/07/2026,PAC,144
BRSP02,15/07/2026,Sedex,2
BRSP04,15/07/2026,J&T Fast,1233
BRSP04,15/07/2026,J&T Slow,19310
BRSP04,15/07/2026,PAC,31
BRSP06,15/07/2026,PAC,36
BRSP06,15/07/2026,Sedex,8
BRSP10,15/07/2026,PAC,6
BRSP10,15/07/2026,Sedex,1
BRSP14,15/07/2026,J&T Fast,827
BRSP14,15/07/2026,J&T Slow,29151
BRSP14,15/07/2026,PAC,21
BRSP15,15/07/2026,PAC,4
BRSP19,15/07/2026,PAC,9
BRXGO1,15/07/2026,J&T Nodos,4221
BRXSP10,15/07/2026,J&T Fast,1574
BRXSP10,15/07/2026,J&T Nodos,123
BRXSP10,15/07/2026,J&T Slow,29457
BRXSP10,15/07/2026,Loggi,1188
BRXSP5,15/07/2026,J&T Fast,695
BRXSP5,15/07/2026,J&T Nodos,2
BRXSP5,15/07/2026,J&T Slow,6206
BRXSP9,15/07/2026,Carvalima,4435
BRXSP9,15/07/2026,Dominalog,1366
BRXSP9,15/07/2026,Imile Fast,7047
BRXSP9,15/07/2026,Imile Slow,6877
BRXSP9,15/07/2026,J&T Fast,7946
BRXSP9,15/07/2026,J&T Nodos,5557
BRXSP9,15/07/2026,J&T Slow,45965
BRXSP9,15/07/2026,Jad,2732
BRXSP9,15/07/2026,Loggi,3217
CAMPINAS,15/07/2026,J&T Fast,432
CAMPINAS,15/07/2026,J&T Nodos,15
CAMPINAS,15/07/2026,J&T Slow,7398
CAMPINAS,15/07/2026,Jad,425
CAMPINAS,15/07/2026,Loggi,371
EBA23,15/07/2026,J&T Slow,1
EPI2,15/07/2026,Imile Slow,1
EPR6,15/07/2026,Loggi,1
ERD1,15/07/2026,Imile Fast,1
ERD1,15/07/2026,Imile Slow,1
SAM1,15/07/2026,J&T Slow,2
SDF1,15/07/2026,J&T Slow,1
SRD1,15/07/2026,J&T Slow,1
SRJ2,15/07/2026,Loggi,1
SRS9,15/07/2026,J&T Slow,1
SSP20,15/07/2026,Loggi,1
SSP22,15/07/2026,J&T Slow,1
SSP45,15/07/2026,J&T Slow,1
SSP5,15/07/2026,J&T Slow,1
XMG1,15/07/2026,J&T Fast,977
XMG1,15/07/2026,J&T Slow,3776
XSP4,15/07/2026,J&T Slow,12491
XSP4,15/07/2026,Jad,272
XSP4,15/07/2026,Loggi,269
849817033_146746112,16/07/2026,Jad,1
ARENA,16/07/2026,J&T Fast,1129
ARENA,16/07/2026,J&T Nodos,82
ARENA,16/07/2026,J&T Slow,53082
ARENA,16/07/2026,Jad,716
ARENA,16/07/2026,Loggi,1262
BRBA01,16/07/2026,J&T Nodos,2956
BRBA01,16/07/2026,PAC,17
BRBA02,16/07/2026,J&T Nodos,38
BRBA02,16/07/2026,PAC,181
BRBA02,16/07/2026,Sedex,7
BRMG03,16/07/2026,PAC,1
BRPE01,16/07/2026,PAC,35
BRPR01,16/07/2026,PAC,2150
BRPR01,16/07/2026,Sedex,72
BRRC01,16/07/2026,PAC,152
BRRC02,16/07/2026,PAC,222
BRRJ02,16/07/2026,PAC,36
BRSC02,16/07/2026,PAC,43
BRSP02,16/07/2026,J&T Fast,1929
BRSP02,16/07/2026,J&T Slow,6819
BRSP02,16/07/2026,PAC,179
BRSP02,16/07/2026,Sedex,2
BRSP04,16/07/2026,J&T Fast,1419
BRSP04,16/07/2026,J&T Slow,19949
BRSP04,16/07/2026,PAC,66
BRSP14,16/07/2026,Carvalima,1
BRSP14,16/07/2026,J&T Fast,663
BRSP14,16/07/2026,J&T Slow,26716
BRSP14,16/07/2026,PAC,15
BRSP15,16/07/2026,PAC,1
BRSP19,16/07/2026,PAC,10
BRSP25,16/07/2026,PAC,16
BRSP26,16/07/2026,PAC,29
BRXGO1,16/07/2026,J&T Nodos,4090
BRXSP10,16/07/2026,J&T Fast,1226
BRXSP10,16/07/2026,J&T Nodos,797
BRXSP10,16/07/2026,J&T Slow,31897
BRXSP10,16/07/2026,Loggi,745
BRXSP23,16/07/2026,J&T Slow,1
BRXSP5,16/07/2026,J&T Fast,511
BRXSP5,16/07/2026,J&T Nodos,18
BRXSP5,16/07/2026,J&T Slow,8728
BRXSP9,16/07/2026,Carvalima,3468
BRXSP9,16/07/2026,Dominalog,1413
BRXSP9,16/07/2026,Imile Fast,6621
BRXSP9,16/07/2026,Imile Slow,8719
BRXSP9,16/07/2026,J&T Fast,6675
BRXSP9,16/07/2026,J&T Nodos,6500
BRXSP9,16/07/2026,J&T Slow,75121
BRXSP9,16/07/2026,Jad,2933
BRXSP9,16/07/2026,Loggi,4072
CAMPINAS,16/07/2026,J&T Fast,470
CAMPINAS,16/07/2026,J&T Nodos,81
CAMPINAS,16/07/2026,J&T Slow,16133
CAMPINAS,16/07/2026,Jad,315
CAMPINAS,16/07/2026,Loggi,358
EDF8,16/07/2026,J&T Fast,1
EMS4,16/07/2026,Carvalima,1
EPR6,16/07/2026,Loggi,1
SMG8,16/07/2026,J&T Slow,1
SPI1,16/07/2026,Imile Slow,1
SSP3,16/07/2026,J&T Slow,1
SSP40,16/07/2026,J&T Fast,1
XMG1,16/07/2026,J&T Fast,886
XMG1,16/07/2026,J&T Slow,20531
XSP4,16/07/2026,J&T Slow,12612
XSP4,16/07/2026,Jad,248
XSP4,16/07/2026,Loggi,203
1353702864,17/07/2026,J&T Nodos,1
1471224738,17/07/2026,Loggi,1
ARENA,17/07/2026,J&T Fast,991
ARENA,17/07/2026,J&T Nodos,757
ARENA,17/07/2026,J&T Slow,39790
ARENA,17/07/2026,Jad,917
ARENA,17/07/2026,Loggi,1143
BRBA01,17/07/2026,J&T Nodos,3054
BRBA01,17/07/2026,PAC,15
BRBA02,17/07/2026,J&T Nodos,76
BRBA02,17/07/2026,PAC,99
BRBA02,17/07/2026,Sedex,1
BRDF01,17/07/2026,PAC,60
BRES01,17/07/2026,PAC,19
BRMG01,17/07/2026,PAC,91
BRMG01,17/07/2026,Sedex,6
BRMG02,17/07/2026,PAC,92
BRRC01,17/07/2026,PAC,56
BRRC02,17/07/2026,PAC,108
BRRC03,17/07/2026,PAC,34
BRRJ02,17/07/2026,PAC,28
BRRS01,17/07/2026,PAC,9
BRSC02,17/07/2026,PAC,22
BRSP02,17/07/2026,J&T Fast,2031
BRSP02,17/07/2026,J&T Slow,16156
BRSP02,17/07/2026,PAC,183
BRSP02,17/07/2026,Sedex,2
BRSP04,17/07/2026,J&T Fast,1701
BRSP04,17/07/2026,J&T Slow,18281
BRSP04,17/07/2026,PAC,54
BRSP06,17/07/2026,PAC,47
BRSP06,17/07/2026,Sedex,12
BRSP10,17/07/2026,PAC,8
BRSP11,17/07/2026,PAC,43
BRSP14,17/07/2026,J&T Fast,952
BRSP14,17/07/2026,J&T Slow,13742
BRSP14,17/07/2026,PAC,30
BRSP15,17/07/2026,PAC,5
BRSP18,17/07/2026,PAC,29
BRSP19,17/07/2026,PAC,12
BRSP24,17/07/2026,PAC,1
BRSP24,17/07/2026,Sedex,1
BRXGO1,17/07/2026,J&T Nodos,9450
BRXSP10,17/07/2026,J&T Fast,1035
BRXSP10,17/07/2026,J&T Nodos,1550
BRXSP10,17/07/2026,J&T Slow,32798
BRXSP10,17/07/2026,Loggi,585
BRXSP23,17/07/2026,J&T Slow,1
BRXSP5,17/07/2026,J&T Fast,418
BRXSP5,17/07/2026,J&T Nodos,60
BRXSP5,17/07/2026,J&T Slow,18299
BRXSP9,17/07/2026,Carvalima,3622
BRXSP9,17/07/2026,Dominalog,1452
BRXSP9,17/07/2026,Imile Fast,5430
BRXSP9,17/07/2026,Imile Slow,7602
BRXSP9,17/07/2026,J&T Fast,5940
BRXSP9,17/07/2026,J&T Nodos,6308
BRXSP9,17/07/2026,J&T Slow,95348
BRXSP9,17/07/2026,Jad,2027
BRXSP9,17/07/2026,Loggi,3061
CAMPINAS,17/07/2026,J&T Fast,433
CAMPINAS,17/07/2026,J&T Nodos,231
CAMPINAS,17/07/2026,J&T Slow,15080
CAMPINAS,17/07/2026,Jad,345
CAMPINAS,17/07/2026,Loggi,246
EBA8,17/07/2026,J&T Slow,1
EGO7,17/07/2026,Jad,1
EMG25,17/07/2026,J&T Fast,1
EPI4,17/07/2026,Imile Slow,1
ERD1,17/07/2026,Imile Slow,1
ERD3,17/07/2026,J&T Nodos,1
ERS13,17/07/2026,Loggi,1
SAM1,17/07/2026,Imile Fast,1
SBA1,17/07/2026,J&T Slow,1
SCE1,17/07/2026,J&T Slow,1
SJP1,17/07/2026,J&T Slow,1
SMG15,17/07/2026,J&T Slow,4
SSP24,17/07/2026,J&T Slow,1
SSP28,17/07/2026,J&T Slow,1
SSP29,17/07/2026,Loggi,1
SSP37,17/07/2026,J&T Slow,1
XMG1,17/07/2026,J&T Fast,857
XMG1,17/07/2026,J&T Slow,22560
XSP4,17/07/2026,J&T Slow,7551
XSP4,17/07/2026,Jad,269
XSP4,17/07/2026,Loggi,190
1246918950,18/07/2026,J&T Nodos,1
1352924310,18/07/2026,J&T Nodos,1
1522183748,18/07/2026,J&T Nodos,1
1556633248,18/07/2026,J&T Nodos,1
1588618685,18/07/2026,J&T Nodos,1
1596209966,18/07/2026,J&T Nodos,1
1596215066,18/07/2026,J&T Nodos,1
1603142763,18/07/2026,J&T Nodos,1
1621886208,18/07/2026,Jad,1
849817033_23154,18/07/2026,J&T Nodos,1
ARENA,18/07/2026,J&T Fast,872
ARENA,18/07/2026,J&T Nodos,847
ARENA,18/07/2026,J&T Slow,69758
ARENA,18/07/2026,Jad,678
ARENA,18/07/2026,Loggi,821
BRBA01,18/07/2026,J&T Nodos,2086
BRBA02,18/07/2026,J&T Nodos,33
BRRJ02,18/07/2026,PAC,56
BRSP02,18/07/2026,J&T Fast,599
BRSP02,18/07/2026,J&T Slow,15600
BRSP04,18/07/2026,J&T Fast,554
BRSP04,18/07/2026,J&T Slow,13141
BRSP14,18/07/2026,J&T Fast,264
BRSP14,18/07/2026,J&T Slow,8609
BRSP19,18/07/2026,PAC,8
BRSP19,18/07/2026,Sedex,1
BRXGO1,18/07/2026,J&T Nodos,10810
BRXSP10,18/07/2026,J&T Fast,865
BRXSP10,18/07/2026,J&T Nodos,1425
BRXSP10,18/07/2026,J&T Slow,31125
BRXSP10,18/07/2026,Loggi,470
BRXSP23,18/07/2026,J&T Slow,2
BRXSP5,18/07/2026,J&T Fast,370
BRXSP5,18/07/2026,J&T Nodos,247
BRXSP5,18/07/2026,J&T Slow,32115
BRXSP9,18/07/2026,Carvalima,3265
BRXSP9,18/07/2026,Dominalog,1397
BRXSP9,18/07/2026,Imile Fast,4971
BRXSP9,18/07/2026,Imile Slow,3754
BRXSP9,18/07/2026,J&T Fast,5118
BRXSP9,18/07/2026,J&T Nodos,7325
BRXSP9,18/07/2026,J&T Slow,41908
BRXSP9,18/07/2026,Jad,3002
BRXSP9,18/07/2026,Loggi,2811
CAMPINAS,18/07/2026,J&T Fast,332
CAMPINAS,18/07/2026,J&T Nodos,130
CAMPINAS,18/07/2026,J&T Slow,16802
CAMPINAS,18/07/2026,Jad,306
CAMPINAS,18/07/2026,Loggi,129
EMG23,18/07/2026,J&T Slow,1
ERD4,18/07/2026,J&T Nodos,1
ERS3,18/07/2026,J&T Fast,1
ESC3,18/07/2026,J&T Slow,1
SRD1,18/07/2026,Imile Fast,1
SRJ5,18/07/2026,J&T Slow,1
SRJ8,18/07/2026,Loggi,1
SRS5,18/07/2026,Dominalog,1
SSP26,18/07/2026,J&T Slow,1
SSP3,18/07/2026,J&T Slow,2
SSP36,18/07/2026,J&T Slow,1
SSP7,18/07/2026,J&T Slow,1
XMG1,18/07/2026,J&T Fast,636
XMG1,18/07/2026,J&T Slow,18340
XSP4,18/07/2026,J&T Slow,9582
XSP4,18/07/2026,Jad,254
XSP4,18/07/2026,Loggi,100
BRRJ02,19/07/2026,PAC,37
EAC1,19/07/2026,J&T Slow,1
ESP12,19/07/2026,J&T Slow,2
ESP17,19/07/2026,J&T Slow,1
SMG10,19/07/2026,J&T Slow,1
SPI1,19/07/2026,Dominalog,1
SPR2,19/07/2026,Loggi,1
SSP14,19/07/2026,J&T Slow,1
SSP17,19/07/2026,Loggi,1
SSP18,19/07/2026,J&T Slow,1
SSP38,19/07/2026,J&T Slow,1
SSP7,19/07/2026,Loggi,1
1246923256,20/07/2026,Jad,1
ARENA,20/07/2026,J&T Nodos,1495
ARENA,20/07/2026,J&T Slow,1
BRBA01,20/07/2026,J&T Nodos,869
BRBA01,20/07/2026,PAC,25
BRBA02,20/07/2026,J&T Nodos,2
BRBA02,20/07/2026,PAC,110
BRBA02,20/07/2026,Sedex,5
BRRC01,20/07/2026,PAC,33
BRRC02,20/07/2026,PAC,200
BRRC03,20/07/2026,PAC,7
BRSC02,20/07/2026,PAC,40
BRSC02,20/07/2026,Sedex,1
BRSP02,20/07/2026,J&T Fast,1666
BRSP02,20/07/2026,J&T Slow,14981
BRSP02,20/07/2026,PAC,706
BRSP04,20/07/2026,J&T Fast,1447
BRSP04,20/07/2026,J&T Slow,11611
BRSP04,20/07/2026,Jad,1
BRSP04,20/07/2026,PAC,114
BRSP06,20/07/2026,PAC,16
BRSP10,20/07/2026,PAC,10
BRSP10,20/07/2026,Sedex,12
BRSP14,20/07/2026,J&T Fast,753
BRSP14,20/07/2026,J&T Slow,6504
BRSP14,20/07/2026,PAC,22
BRSP15,20/07/2026,PAC,11
BRXSP10,20/07/2026,J&T Nodos,2140
BRXSP23,20/07/2026,J&T Slow,755
BRXSP5,20/07/2026,J&T Nodos,446
BRXSP9,20/07/2026,Carvalima,4064
BRXSP9,20/07/2026,Dominalog,1506
BRXSP9,20/07/2026,Imile Fast,6364
BRXSP9,20/07/2026,Imile Slow,5416
BRXSP9,20/07/2026,J&T Fast,7669
BRXSP9,20/07/2026,J&T Nodos,11456
BRXSP9,20/07/2026,J&T Slow,98765
BRXSP9,20/07/2026,Jad,2695
BRXSP9,20/07/2026,Loggi,4389
CAMPINAS,20/07/2026,J&T Nodos,169
EAM2,20/07/2026,J&T Slow,1
EBA4,20/07/2026,J&T Slow,1
EGO13,20/07/2026,J&T Slow,1
EMG34,20/07/2026,J&T Slow,1
EMN5,20/07/2026,Imile Fast,1
EPR3,20/07/2026,J&T Slow,1
ERJ6,20/07/2026,J&T Slow,1
ETO4,20/07/2026,Imile Fast,1
SAM1,20/07/2026,Imile Fast,1
SBA1,20/07/2026,J&T Slow,1
SJP1,20/07/2026,J&T Slow,1
SMG11,20/07/2026,Loggi,1
SSC3,20/07/2026,J&T Fast,1
SSC3,20/07/2026,J&T Slow,12
SSC3,20/07/2026,Jad,1
SSP29,20/07/2026,J&T Slow,1
SSP5,20/07/2026,J&T Slow,1
XMG1,20/07/2026,J&T Fast,6
XMG1,20/07/2026,J&T Slow,1374
XSP4,20/07/2026,J&T Slow,6906
XSP4,20/07/2026,Loggi,1
849817033_179734498,21/07/2026,Jad,1
849817033_46093309,21/07/2026,Loggi,1
ARENA,21/07/2026,J&T Fast,1184
ARENA,21/07/2026,J&T Nodos,1
ARENA,21/07/2026,J&T Slow,17539
ARENA,21/07/2026,Jad,1066
ARENA,21/07/2026,Loggi,1303
BRBA01,21/07/2026,J&T Nodos,1322
BRBA02,21/07/2026,J&T Nodos,13
BRPE01,21/07/2026,PAC,35
BRRC01,21/07/2026,PAC,36
BRRC02,21/07/2026,PAC,135
BRRJ02,21/07/2026,PAC,8
BRSC02,21/07/2026,PAC,8
BRSP02,21/07/2026,J&T Fast,2101
BRSP02,21/07/2026,J&T Slow,19620
BRSP02,21/07/2026,PAC,253
BRSP02,21/07/2026,Sedex,3
BRSP04,21/07/2026,J&T Fast,1762
BRSP04,21/07/2026,J&T Slow,19108
BRSP04,21/07/2026,Jad,3
BRSP04,21/07/2026,PAC,23
BRSP14,21/07/2026,J&T Fast,842
BRSP14,21/07/2026,J&T Slow,30112
BRSP14,21/07/2026,PAC,52
BRSP19,21/07/2026,PAC,14
BRSP19,21/07/2026,Sedex,1
BRSP25,21/07/2026,PAC,66
BRSP25,21/07/2026,Sedex,2
BRSP26,21/07/2026,PAC,15
BRXGO1,21/07/2026,J&T Nodos,15896
BRXSP10,21/07/2026,J&T Fast,1961
BRXSP10,21/07/2026,J&T Nodos,798
BRXSP10,21/07/2026,J&T Slow,53522
BRXSP10,21/07/2026,Loggi,996
BRXSP23,21/07/2026,Imile Fast,1
BRXSP23,21/07/2026,J&T Slow,2535
BRXSP5,21/07/2026,J&T Fast,506
BRXSP5,21/07/2026,J&T Slow,398
BRXSP9,21/07/2026,Carvalima,5785
BRXSP9,21/07/2026,Dominalog,1727
BRXSP9,21/07/2026,Imile Fast,7160
BRXSP9,21/07/2026,Imile Slow,6150
BRXSP9,21/07/2026,J&T Fast,5776
BRXSP9,21/07/2026,J&T Nodos,9700
BRXSP9,21/07/2026,J&T Slow,79923
BRXSP9,21/07/2026,Jad,2098
BRXSP9,21/07/2026,Loggi,3809
CAMPINAS,21/07/2026,J&T Fast,786
CAMPINAS,21/07/2026,J&T Slow,23770
CAMPINAS,21/07/2026,Jad,858
CAMPINAS,21/07/2026,Loggi,392
EBA32,21/07/2026,J&T Slow,1
EMN2,21/07/2026,Imile Slow,1
EPA4,21/07/2026,J&T Fast,1
EPR3,21/07/2026,J&T Slow,1
ERD4,21/07/2026,J&T Nodos,1
ERS3,21/07/2026,J&T Fast,1
SES1,21/07/2026,Dominalog,1
SPI1,21/07/2026,Imile Fast,1
SSC3,21/07/2026,J&T Slow,2
SSP38,21/07/2026,J&T Slow,1
SSP51,21/07/2026,Loggi,2
XMG1,21/07/2026,J&T Fast,1288
XMG1,21/07/2026,J&T Slow,18349
XSP4,21/07/2026,J&T Slow,1126
XSP4,21/07/2026,Jad,344
XSP4,21/07/2026,Loggi,216
